pos	A	C	G	T	A	C	G	T	A	C	G	T	A	C	G	T	A	C	G	T	A	C	G	T	A	C	G	T	A	C	G	T	A	C	G	T	A	C	G	T	A	C	G	T	A	C	G	T	A	C	G	T	A	C	G	T
2825	0	0	11	0	0	0	781	3	2	0	1301	3	0	0	17	0	2	0	7769	7	0	0	10	0	0	0	13	0	0	0	6	0	3	1	1082	1	0	3	1406	2	3	0	1392	2	1	0	606	1	0	1	334	1	0	1	367	0
2826	1	0	10	0	1	0	785	1	1	1	1301	0	0	0	16	0	6	0	7794	8	0	0	10	0	0	0	13	0	0	0	6	0	1	0	1083	1	3	0	1393	4	3	0	1390	3	0	2	600	3	1	1	330	0	2	0	366	0
2827	10	0	0	0	782	0	1	0	1300	1	1	0	15	0	0	0	7792	2	0	3	10	0	0	0	13	0	0	0	6	0	0	0	1078	0	3	1	1400	0	0	1	1395	1	0	0	608	1	0	0	331	1	1	0	364	0	0	0
2828	10	0	0	0	783	1	1	0	1298	1	1	1	15	0	0	0	7803	5	2	4	9	0	0	1	13	0	0	0	6	0	0	0	1071	1	1	1	1394	5	0	0	1382	3	1	0	608	3	0	0	328	3	1	0	361	1	0	0
2829	1	9	0	0	3	771	0	2	5	1293	0	1	1	14	0	0	9	7761	4	2	0	10	0	0	0	13	0	0	0	7	0	0	2	1065	2	0	1	1386	1	1	5	1378	1	0	2	604	1	1	3	322	0	1	2	361	1	0
2830	10	0	0	0	778	0	0	0	1290	0	0	0	16	0	0	0	7799	0	0	1	10	0	0	0	13	0	0	0	7	0	0	0	1059	1	0	0	1388	1	0	1	1374	1	0	1	604	1	0	0	329	0	0	0	365	0	0	0
2831	9	0	0	0	769	2	3	2	1283	3	4	2	16	0	0	0	7772	10	2	12	10	0	0	0	13	0	0	0	7	0	0	0	1056	5	0	1	1377	4	4	3	1371	5	1	3	587	10	1	3	323	1	0	1	359	1	1	0
2832	0	8	0	0	2	768	1	0	1	1292	0	1	0	16	0	0	8	7833	1	4	0	10	0	0	0	13	0	0	0	7	0	0	0	1059	0	0	0	1391	0	1	4	1384	0	1	0	601	1	0	0	324	0	0	0	361	0	0
2833	0	0	0	8	1	1	1	771	2	2	2	1277	0	0	0	16	6	10	1	7791	0	0	0	10	0	0	0	13	0	0	0	7	2	0	1	1051	4	4	3	1374	1	5	3	1377	1	2	0	596	1	1	1	322	0	1	0	362
2834	0	7	0	0	2	774	0	3	2	1279	0	1	0	17	0	0	5	7782	1	2	1	9	0	0	0	14	0	0	0	7	0	0	1	1055	0	2	0	1382	2	0	3	1373	0	0	2	593	0	2	3	320	0	0	4	356	1	1
2835	7	0	0	0	773	4	1	3	1261	7	2	4	16	0	0	1	7738	13	3	3	10	0	0	0	14	0	0	0	7	0	0	0	1047	6	1	2	1369	6	8	3	1368	2	1	6	578	8	1	4	311	4	0	2	357	3	1	0
2836	1	6	0	0	0	780	0	0	1	1271	1	0	0	18	0	0	8	7771	0	1	0	11	0	0	0	14	0	0	0	7	0	0	0	1055	1	0	2	1375	0	0	2	1369	0	0	1	589	0	0	2	311	1	0	1	359	0	0
2837	0	0	0	7	0	2	1	775	3	1	0	1262	0	0	0	18	4	3	4	7780	0	0	0	11	0	0	0	14	0	0	0	7	0	2	2	1046	3	1	1	1372	3	0	3	1367	4	2	1	586	0	0	0	313	1	0	0	357
2838	7	0	0	0	771	2	0	1	1255	0	0	0	19	0	0	0	7775	1	1	1	11	0	0	0	14	0	0	0	7	0	0	0	1045	0	2	1	1378	0	0	0	1369	0	0	0	591	0	0	0	313	0	1	0	354	0	1	0
2839	7	0	0	0	771	1	1	0	1255	1	0	0	20	0	0	0	7791	1	1	1	11	0	0	0	14	0	0	0	6	0	0	0	1039	0	0	0	1376	1	1	0	1366	0	0	0	585	0	0	0	314	0	1	0	351	1	0	0
2840	7	0	0	0	778	0	0	0	1256	0	1	1	20	0	0	0	7709	3	1	2	11	0	0	0	15	0	0	0	6	0	0	0	1045	0	0	0	1372	1	0	1	1363	0	0	0	580	1	0	0	314	0	0	0	351	0	0	0
2841	7	0	0	0	778	0	0	1	1250	0	0	1	20	0	0	0	7818	1	1	1	11	0	0	0	15	0	0	0	6	0	0	0	1045	2	0	2	1368	1	0	0	1361	0	0	0	575	0	1	0	316	0	0	0	348	0	0	0
2842	7	0	0	0	775	2	1	3	1235	8	6	9	20	0	0	0	7750	27	5	7	11	0	0	0	15	0	0	0	5	0	0	0	1034	6	4	3	1339	17	4	10	1338	12	1	5	560	13	2	2	306	5	1	2	338	9	2	2
2843	0	7	0	0	1	780	1	0	2	1260	0	0	0	20	0	0	5	7802	1	3	0	11	0	0	0	15	0	0	0	5	0	0	3	1037	3	0	0	1353	0	0	1	1343	0	0	0	571	0	0	3	306	0	0	2	350	0	0
2844	0	7	0	0	2	787	0	0	3	1261	0	2	0	18	0	0	15	7780	1	1	0	11	0	0	1	14	0	0	0	5	0	0	2	1039	0	1	4	1350	0	0	4	1338	0	2	10	558	0	0	5	304	1	0	3	341	1	0
2845	7	0	0	0	786	0	0	0	1261	0	0	0	18	0	0	0	7779	0	0	0	11	0	0	0	15	0	0	0	5	0	0	0	1042	0	1	0	1349	0	0	1	1339	3	0	2	566	0	0	0	309	0	0	1	343	1	0	0
2846	7	0	0	0	786	2	1	0	1253	1	0	1	18	0	0	0	7728	3	1	3	11	0	0	0	14	0	0	0	5	0	0	0	1042	2	0	0	1352	1	0	0	1347	0	0	0	554	1	0	0	307	0	1	0	338	1	1	0
2847	0	0	7	0	3	2	782	2	1	2	1246	3	1	0	17	0	3	3	7730	8	0	0	11	0	0	0	13	0	0	0	5	0	3	2	1042	1	4	2	1359	3	0	1	1344	1	0	1	555	2	2	1	302	3	0	2	333	1
2848	0	7	0	0	0	791	0	0	2	1249	0	3	0	17	0	0	4	7736	0	3	0	11	0	0	0	12	0	0	0	5	0	0	2	1044	1	0	4	1367	2	1	1	1346	1	1	0	553	0	1	1	308	0	0	0	336	0	0
2849	0	0	0	7	0	0	0	790	0	0	1	1259	0	0	0	17	3	5	5	7750	0	0	0	11	0	0	0	12	0	0	0	5	0	0	1	1056	2	0	3	1374	0	1	3	1351	0	1	2	555	1	1	2	307	0	0	0	340
2850	0	0	8	0	0	0	794	2	2	2	1263	0	0	0	17	0	2	0	7913	6	0	0	11	0	0	0	12	0	0	0	5	0	2	0	1060	2	0	1	1375	3	3	0	1343	3	0	1	551	1	0	1	309	1	0	0	340	0
2851	1	0	0	7	2	1	4	794	1	4	3	1254	0	0	0	17	4	8	8	7977	0	0	0	11	0	0	0	12	0	0	0	5	1	0	3	1062	1	8	4	1363	4	2	0	1345	1	2	0	546	3	2	1	302	3	1	1	333
2852	0	8	0	0	0	795	0	1	2	1249	1	2	0	17	0	0	6	7986	1	5	0	11	0	0	0	11	0	1	0	5	0	0	2	1060	1	2	0	1369	1	0	4	1340	0	0	1	543	0	2	2	299	1	2	1	335	1	0
2853	0	0	8	0	0	2	794	1	2	3	1239	1	0	0	17	0	5	3	7980	10	0	0	11	0	0	0	12	0	0	0	4	0	0	0	1060	3	2	1	1370	2	1	0	1333	3	2	0	537	3	2	2	294	2	1	0	332	1
2854	0	7	0	0	1	797	0	0	2	1235	1	0	0	18	0	0	1	7992	0	5	0	11	0	0	0	12	0	0	0	4	0	0	2	1066	0	1	3	1350	2	4	1	1338	0	0	1	541	0	1	0	298	1	3	1	331	0	0
2855	0	0	0	7	0	0	0	793	1	3	4	1239	0	0	0	18	2	5	1	7990	0	0	0	11	0	0	0	12	0	0	0	4	0	1	0	1074	1	1	1	1366	1	3	1	1339	1	0	0	540	1	1	2	302	0	0	0	339
2856	7	0	0	0	775	2	4	5	1222	7	4	6	18	0	0	0	7963	19	4	10	11	0	0	0	13	0	0	0	4	0	0	0	1056	6	4	3	1334	15	4	13	1324	4	3	4	526	8	1	3	294	2	3	3	328	1	2	4
2857	0	7	0	0	0	781	0	1	1	1234	1	0	0	18	0	0	7	7983	3	5	0	11	0	0	0	13	0	0	0	4	0	0	1	1065	1	2	2	1359	0	1	1	1326	0	1	0	533	0	1	0	299	1	0	1	329	0	1
2858	0	0	0	7	3	1	0	776	0	1	1	1237	0	0	0	18	1	7	2	7988	0	0	0	11	0	0	0	13	0	0	0	4	1	0	1	1063	1	1	1	1372	2	1	0	1321	0	0	0	531	0	1	0	299	0	0	0	331
2859	0	0	0	7	0	4	3	776	2	4	2	1226	0	0	0	18	3	14	3	7978	0	0	1	10	0	0	0	13	0	0	0	4	3	3	4	1062	3	1	3	1371	1	6	1	1319	0	2	1	529	1	2	0	296	0	2	1	324
2860	0	7	0	0	0	784	0	1	4	1229	1	0	0	18	0	0	2	7993	2	0	0	11	0	0	0	15	0	0	0	4	0	0	2	1068	0	0	2	1367	1	1	1	1330	0	1	0	533	0	1	1	293	0	0	1	330	0	0
2861	0	7	0	0	1	779	0	0	2	1231	0	2	0	19	0	0	3	7990	1	3	0	11	0	0	0	16	0	0	0	4	0	0	3	1066	0	0	4	1375	0	0	2	1326	2	0	0	532	0	1	0	290	1	0	1	328	0	0
2862	0	7	0	0	1	780	0	0	4	1227	1	1	0	18	0	0	6	7989	1	2	0	11	0	0	0	16	0	0	0	4	0	0	1	1067	0	2	1	1383	2	0	2	1328	1	0	0	532	0	2	3	288	0	0	4	325	0	1
2863	7	0	0	0	782	1	0	0	1236	0	0	0	19	0	0	0	7989	3	1	4	11	0	0	0	16	0	0	0	4	0	0	0	1062	0	1	0	1383	1	2	0	1323	1	0	1	533	0	0	0	293	0	0	0	328	0	0	0
2864	7	0	0	0	779	1	0	0	1227	2	0	1	19	0	0	0	7993	2	2	1	11	0	0	0	16	0	0	0	3	0	0	0	1051	2	0	0	1379	1	2	1	1316	0	1	0	530	1	1	0	291	0	1	0	329	1	0	0
2865	0	0	7	0	0	0	777	1	2	0	1220	0	0	0	19	0	4	0	7989	4	0	0	11	0	0	0	16	0	0	0	3	0	2	0	1042	1	4	0	1363	1	1	1	1304	1	0	1	522	0	0	0	295	0	0	0	326	2
2866	7	0	0	0	781	0	0	1	1208	0	2	0	19	0	0	0	7995	0	1	1	11	0	0	0	16	0	0	0	4	0	0	0	1046	2	0	0	1360	1	0	1	1297	3	0	0	524	0	0	0	295	0	0	0	324	0	1	0
2867	7	0	0	0	781	1	0	0	1204	1	1	0	20	0	0	0	7992	1	2	3	11	0	0	0	16	0	0	0	4	0	0	0	1045	0	0	0	1358	0	1	0	1294	1	1	0	521	1	0	0	288	1	0	0	320	1	2	1
2868	0	0	7	0	0	1	780	3	1	2	1204	3	0	0	20	0	3	2	7990	3	0	0	11	0	0	0	15	0	0	0	4	0	4	1	1039	2	1	0	1358	1	0	0	1298	2	0	1	515	1	1	3	281	1	1	0	323	0
2869	0	7	0	0	2	779	0	0	1	1201	1	2	0	20	0	0	4	7991	0	3	0	11	0	0	0	15	0	0	0	4	0	0	1	1039	2	0	2	1353	0	1	1	1299	1	1	1	510	0	0	1	288	0	0	2	319	0	1
2870	0	1	0	6	1	0	2	769	0	1	4	1196	0	0	0	21	0	4	2	7992	0	0	0	11	0	0	1	14	0	0	0	4	0	0	1	1046	2	1	2	1340	1	2	3	1290	1	0	3	511	0	0	1	285	1	0	2	321
2871	0	0	7	0	1	0	771	2	1	3	1198	4	0	0	21	0	2	1	7987	8	0	0	11	0	0	0	16	0	0	0	4	0	3	1	1046	3	2	0	1333	7	3	2	1280	4	0	0	511	4	0	1	285	2	1	0	318	3
2872	0	0	0	7	1	1	4	768	2	1	2	1204	0	0	1	20	4	4	2	7988	0	0	0	10	0	0	0	16	0	0	0	4	1	1	1	1043	0	2	3	1337	3	2	2	1282	0	0	2	513	2	0	0	281	0	2	1	316
2873	0	0	0	7	4	2	0	768	0	1	2	1201	0	0	0	21	5	2	1	7990	0	0	0	10	0	0	0	17	0	0	0	4	1	0	0	1043	1	2	2	1343	1	0	1	1295	0	0	0	516	1	0	0	280	1	0	1	314
2874	0	7	0	0	1	772	0	1	2	1195	1	2	0	21	0	0	8	7982	2	6	0	11	0	0	0	17	0	0	0	4	0	0	1	1034	0	2	5	1342	2	5	4	1291	0	2	2	507	0	0	2	274	1	1	4	308	0	0
2875	7	0	0	0	767	1	2	0	1187	3	2	0	21	0	0	0	7991	2	3	2	11	0	0	0	17	0	0	0	4	0	0	0	1027	4	4	0	1343	2	0	3	1275	0	0	0	506	0	2	1	280	0	0	0	307	1	1	0
2876	1	0	6	0	0	1	771	1	4	0	1185	1	0	0	20	0	2	0	7992	4	0	0	13	0	0	0	17	0	0	0	4	0	1	0	1037	2	1	0	1346	1	1	1	1281	2	0	0	506	2	0	0	279	0	0	1	302	6
2877	7	0	0	0	767	1	0	0	1183	3	1	0	19	1	0	0	7992	0	3	3	13	0	0	0	17	0	0	0	4	0	0	0	1032	5	0	1	1350	1	1	2	1284	1	0	0	501	1	0	1	275	0	0	0	303	0	0	1
2878	7	0	0	0	764	0	0	0	1181	1	1	1	19	0	0	0	7995	1	1	1	13	0	0	0	17	0	0	0	4	0	0	0	1031	1	1	0	1350	1	2	1	1274	3	0	2	505	0	0	1	271	2	0	0	300	1	0	0
2879	1	0	0	6	0	0	2	761	0	2	1	1187	0	0	0	19	0	1	2	7995	0	0	0	13	0	0	0	17	0	0	0	4	1	1	0	1025	5	1	0	1359	2	3	1	1282	0	1	2	504	2	1	0	273	0	0	0	297
2880	0	7	0	0	1	762	1	0	6	1179	1	2	0	20	0	0	7	7988	0	2	0	13	0	0	1	16	0	0	0	4	0	0	4	1014	0	2	1	1362	0	1	1	1285	0	2	0	505	1	1	3	270	0	1	0	291	0	1
2881	7	0	0	0	764	0	0	0	1192	0	0	0	20	0	0	0	7995	0	2	1	13	0	0	0	15	0	0	0	4	0	0	0	1022	0	1	0	1352	0	0	2	1287	0	0	1	510	0	0	0	272	0	0	0	289	1	0	0
2882	0	0	6	1	2	0	762	0	2	0	1188	4	0	0	19	0	4	3	7988	3	0	0	14	0	0	0	15	0	0	0	4	0	1	0	1020	1	5	1	1346	1	2	0	1286	1	0	0	509	2	1	0	267	0	2	0	282	3
2883	6	1	0	0	767	0	1	0	1185	2	1	0	19	0	0	0	7996	0	2	0	14	0	0	0	15	0	0	0	4	0	0	0	1019	1	0	0	1360	0	1	1	1281	2	0	1	506	0	1	0	265	2	0	0	282	1	0	0
2884	7	0	0	0	759	1	1	1	1178	0	0	1	19	0	0	0	7993	1	1	3	13	0	0	0	15	0	0	0	4	0	0	0	1019	1	0	1	1349	0	0	3	1271	0	0	0	498	1	0	1	262	0	0	0	276	0	2	0
2885	0	0	0	7	1	0	4	751	1	1	1	1172	0	0	0	18	3	3	7	7985	0	0	0	13	0	0	0	15	0	0	0	4	3	0	3	1012	2	4	4	1340	2	0	2	1266	0	1	1	498	0	0	0	257	1	1	3	269
2886	0	0	7	0	3	0	748	0	4	0	1161	2	0	0	18	0	7	0	7985	6	0	0	13	0	0	0	15	0	0	0	4	0	3	0	1002	0	5	3	1328	0	3	0	1256	3	2	1	490	1	0	0	245	1	1	0	265	0
2887	7	0	0	0	744	4	0	0	1162	1	1	0	19	0	0	0	7993	2	2	1	13	0	0	0	15	0	0	0	4	0	0	0	1003	0	0	0	1326	1	2	1	1248	1	2	1	482	1	2	0	244	0	3	0	257	2	0	0
2888	0	0	7	0	0	0	739	1	4	3	1136	4	0	0	19	0	0	3	7992	3	0	0	12	0	0	0	14	0	0	0	4	0	1	1	987	3	3	3	1313	2	1	0	1241	1	0	0	482	2	2	1	239	0	1	1	254	0
2889	0	6	0	1	1	737	0	3	4	1137	0	2	0	19	0	0	7	7989	0	2	0	12	0	0	0	14	0	0	0	4	0	0	4	968	1	2	4	1310	1	0	7	1230	0	1	2	473	0	0	3	235	0	0	1	248	0	0
2890	0	7	0	0	1	739	1	0	1	1134	2	3	0	19	0	0	4	7989	1	4	0	11	0	0	0	14	0	0	0	4	0	0	4	963	1	1	1	1308	1	1	2	1233	3	1	1	472	1	0	2	234	3	0	3	239	3	1
2891	0	0	7	0	0	2	741	3	1	1	1124	4	0	0	19	0	9	2	7980	6	0	0	11	0	0	0	13	0	0	0	4	0	0	1	971	3	1	0	1310	2	3	1	1230	4	0	1	470	2	2	1	233	0	0	0	243	0
2892	0	7	0	0	1	750	0	1	0	1131	1	0	0	19	0	0	5	7990	1	2	0	11	0	0	0	14	0	0	0	3	0	0	1	974	1	1	2	1320	0	0	2	1224	0	5	1	474	0	2	1	233	0	0	1	240	1	0
2893	7	0	0	0	751	1	0	1	1140	1	3	0	19	0	0	0	7994	2	2	0	11	0	0	0	14	0	0	0	3	0	0	0	974	1	0	0	1325	0	2	0	1231	1	0	0	476	0	2	0	231	0	0	0	242	0	0	0
2894	7	0	0	0	736	2	0	3	1131	2	2	3	19	0	0	0	7978	7	5	8	11	0	0	0	14	0	0	0	2	0	0	0	964	4	0	3	1315	3	5	6	1216	4	2	4	477	0	1	1	225	0	0	0	241	1	1	0
2895	0	7	0	0	0	739	0	0	4	1136	0	1	0	19	0	0	3	7994	1	0	0	9	0	0	0	14	0	0	0	2	0	0	2	970	1	0	1	1330	1	2	1	1221	3	2	0	474	0	0	2	221	1	0	1	237	0	1
2896	1	0	0	6	0	1	3	735	0	0	1	1147	0	0	0	19	3	4	3	7988	0	0	0	9	0	0	0	14	0	0	0	2	0	0	1	968	2	0	2	1328	0	0	2	1231	0	0	0	470	1	0	0	222	0	2	0	233
2897	0	0	0	6	0	0	1	740	3	0	3	1139	0	1	0	18	1	1	0	7996	0	0	0	9	0	0	0	14	0	0	0	2	1	1	1	965	2	0	1	1329	0	2	0	1239	0	1	0	468	0	0	0	219	0	1	1	234
2898	0	6	0	0	2	736	0	0	1	1145	0	2	0	19	0	0	1	7990	1	4	0	9	0	0	0	14	0	0	0	2	0	0	1	957	2	2	1	1323	1	5	3	1228	0	1	2	468	0	1	1	218	0	0	0	233	0	1
2899	0	0	6	0	0	0	735	0	2	1	1142	0	0	0	18	0	3	0	7991	4	0	0	9	0	0	0	15	0	0	0	2	0	1	0	957	0	2	1	1316	3	1	0	1220	0	1	0	471	1	0	0	221	0	0	0	224	0
2900	0	0	6	0	1	0	731	0	1	0	1145	2	0	0	20	0	2	0	7988	8	0	0	9	0	0	0	14	0	0	0	2	0	1	0	954	1	3	0	1314	4	2	0	1227	1	0	0	468	0	0	0	213	1	0	0	222	2
2901	0	0	6	0	1	0	727	1	7	2	1134	1	0	0	20	0	1	1	7991	4	0	0	9	0	0	0	13	0	0	0	2	0	3	0	950	2	5	1	1300	1	1	1	1225	1	2	0	469	1	0	0	213	0	0	0	223	1
2902	6	0	0	0	730	0	0	3	1138	2	2	1	19	0	0	0	7986	2	6	4	9	0	0	0	14	0	0	0	2	0	0	0	949	1	1	3	1296	0	1	2	1218	2	0	2	472	1	0	0	211	3	2	0	218	1	0	2
2903	0	0	0	6	0	0	0	730	2	2	1	1150	0	0	0	19	0	4	3	7991	0	0	0	9	0	0	0	14	0	0	0	2	1	0	3	953	0	1	6	1291	2	0	2	1219	0	0	0	470	0	0	2	215	1	0	5	216
2904	0	0	7	0	3	0	727	0	2	1	1156	1	0	0	17	0	1	0	7990	7	0	0	9	0	0	0	14	0	0	0	2	0	2	1	953	2	3	0	1298	6	0	0	1224	4	0	0	467	3	0	0	215	1	1	0	216	1
2905	7	0	0	0	730	0	0	0	1161	1	0	0	17	0	0	0	7994	0	3	1	9	0	0	0	14	0	0	0	3	0	0	0	952	1	1	0	1305	1	1	1	1224	2	1	0	476	0	0	0	217	0	0	0	218	0	0	0
2906	7	0	0	0	726	0	0	0	1161	1	0	0	17	0	0	0	7988	1	5	4	9	0	0	0	14	0	0	0	3	0	0	0	949	0	1	0	1295	2	1	1	1232	1	1	0	478	1	0	0	215	0	0	0	217	1	1	0
2907	7	0	0	0	724	0	1	0	1156	0	1	0	17	0	0	0	7995	1	1	1	9	0	0	0	14	0	0	0	3	0	0	0	938	1	0	1	1293	0	2	0	1234	0	0	0	478	0	0	0	213	1	0	0	218	0	0	1
2908	7	0	0	0	724	0	0	1	1153	0	0	1	17	0	0	0	7994	1	2	1	9	0	0	0	14	0	0	0	3	0	0	0	935	1	0	0	1290	1	1	2	1222	2	0	0	477	0	0	2	209	1	0	0	217	0	0	1
2909	0	0	0	7	0	1	0	726	4	0	4	1148	0	0	0	18	3	3	4	7988	0	0	0	8	0	0	0	14	0	0	0	3	0	0	2	931	1	4	2	1287	0	0	2	1213	1	0	1	474	0	0	2	205	1	1	1	215
2910	0	0	6	0	1	1	724	2	1	2	1148	3	0	0	18	0	2	2	7985	9	0	0	8	0	0	0	15	0	0	0	3	0	2	2	922	0	1	2	1282	6	2	0	1212	3	0	2	464	0	1	0	208	0	1	2	213	2
2911	0	4	0	0	1	715	0	1	3	1152	1	1	0	18	0	0	3	7992	0	3	0	8	0	0	0	15	1	0	0	3	0	0	1	923	2	0	3	1290	0	1	2	1211	0	1	1	462	0	0	0	203	1	0	2	209	0	0
2912	0	0	0	4	0	1	0	715	1	0	0	1156	0	0	0	18	2	2	1	7992	0	0	0	8	0	0	0	16	0	0	0	3	0	1	1	924	1	1	1	1287	0	1	1	1211	0	2	0	460	1	0	0	205	0	0	0	210
2913	0	4	0	0	2	709	1	4	0	1152	1	0	0	15	0	2	2	7924	2	3	0	8	0	0	0	15	0	1	0	3	0	0	0	920	0	1	4	1285	1	5	3	1217	0	3	1	462	0	0	1	202	0	0	1	208	0	1
2914	4	0	0	0	717	1	0	0	1142	1	1	3	18	0	0	0	7829	12	2	5	8	0	0	0	14	0	0	0	3	0	0	0	919	1	1	0	1288	3	3	1	1216	1	0	4	460	4	0	1	199	2	0	0	203	2	1	2
2915	0	4	0	0	0	717	0	3	0	1140	1	3	1	16	0	0	2	7773	0	2	0	8	0	0	0	14	0	0	0	3	0	0	0	922	1	0	1	1288	4	2	2	1214	2	2	1	462	1	0	1	198	0	0	1	207	0	0
2916	4	0	0	0	717	4	0	0	1140	2	0	0	16	0	0	0	7768	3	2	2	9	0	0	0	14	0	0	0	3	0	0	0	922	0	0	0	1289	0	1	1	1222	0	0	0	467	0	0	1	198	0	0	0	206	1	0	1
2917	4	0	0	0	715	0	0	0	1125	1	0	0	16	0	0	0	7793	1	0	1	9	0	0	0	14	0	0	0	3	0	0	0	912	2	0	0	1285	1	0	0	1205	0	0	0	466	0	0	1	198	2	0	0	200	1	1	0
2918	0	0	0	4	0	0	0	714	1	0	2	1114	0	0	0	16	2	1	0	7824	0	0	0	7	0	0	0	14	0	0	0	3	1	0	1	916	0	0	2	1281	1	1	1	1198	0	0	1	460	0	0	0	198	0	1	0	197
2919	0	0	3	0	0	1	705	2	3	0	1115	1	0	0	16	0	5	0	7773	5	0	0	8	0	0	0	14	0	0	0	3	0	2	1	913	0	3	0	1276	1	2	1	1195	2	0	0	462	1	0	0	198	0	2	2	188	1
2920	3	0	0	0	703	3	0	2	1112	3	3	0	16	0	0	0	7807	8	4	3	8	0	0	0	14	0	0	0	3	0	0	0	913	1	1	1	1267	0	1	2	1185	3	5	0	456	3	1	1	188	3	1	0	184	6	1	0
2921	0	2	0	0	2	704	0	0	2	1112	1	2	0	16	0	0	12	7747	0	5	0	8	0	0	0	13	0	0	0	3	0	0	1	907	0	3	3	1263	1	0	1	1189	0	1	2	461	0	1	1	184	0	2	2	185	0	0
2922	2	0	0	0	699	1	0	0	1121	1	0	0	16	0	0	0	7787	1	2	1	7	0	0	1	13	0	0	0	3	0	0	0	913	1	0	0	1257	1	1	0	1191	0	0	0	460	1	2	0	183	0	0	0	185	0	0	0
2923	2	0	0	0	703	0	0	1	1115	1	0	0	16	0	0	0	7757	1	2	2	7	0	0	1	13	0	0	0	3	0	0	0	910	0	0	0	1261	1	0	0	1189	0	0	1	457	1	0	0	179	0	0	1	182	0	0	0
2924	2	0	0	0	700	0	0	0	1117	1	1	1	18	0	0	0	7736	2	0	2	8	0	0	0	13	0	0	0	3	0	0	0	898	0	0	0	1261	0	0	1	1182	0	0	1	452	1	0	3	181	0	0	0	184	0	0	0
2925	0	0	0	2	1	3	2	691	2	2	3	1109	1	0	0	17	1	5	4	7728	0	0	0	8	0	0	0	13	0	0	0	3	2	1	3	893	2	1	2	1266	2	6	3	1175	0	0	0	456	0	0	0	178	0	0	0	182
2926	0	2	0	0	3	688	0	1	1	1118	0	0	0	18	0	0	2	7774	1	2	0	9	0	0	0	13	0	0	0	3	0	0	0	900	0	1	2	1273	1	0	0	1181	0	1	0	457	0	0	0	171	0	2	0	180	1	0
2927	0	0	0	2	0	0	0	691	0	0	1	1116	0	1	0	17	4	3	0	7801	0	0	0	9	0	0	0	13	0	0	0	3	0	1	1	908	0	1	2	1276	0	2	2	1175	0	2	0	454	0	0	0	172	0	1	1	176
2928	0	0	2	0	0	0	686	2	2	1	1111	2	0	0	19	0	3	3	7788	3	0	0	9	0	0	0	13	0	0	0	3	0	0	0	911	2	4	0	1278	2	2	0	1182	0	0	0	451	0	1	0	167	1	0	1	174	0
2929	0	0	0	3	1	3	4	680	5	2	3	1103	0	0	0	19	4	2	7	7802	0	0	0	9	0	0	0	13	0	0	0	2	1	1	4	905	5	3	5	1277	2	4	4	1173	0	1	1	449	1	1	1	166	0	1	3	171
2930	0	3	0	0	1	681	0	0	2	1108	0	1	0	18	0	0	6	7769	2	1	0	9	0	0	0	12	0	1	0	2	0	0	0	900	0	3	4	1282	0	1	4	1168	0	1	1	449	0	0	1	168	0	0	0	173	0	0
2931	0	3	0	0	2	676	1	0	3	1106	0	2	0	18	0	0	10	7780	0	4	0	9	0	0	0	13	0	0	0	2	0	0	3	898	0	2	4	1283	0	1	2	1162	2	2	0	451	0	0	1	164	0	0	0	174	0	0
2932	3	0	0	0	677	2	0	2	1095	2	1	1	18	0	1	0	7794	3	0	1	9	0	0	0	13	0	0	0	2	0	0	0	898	2	2	2	1276	4	2	5	1150	2	2	3	443	7	1	1	161	2	0	0	171	1	0	0
2933	0	3	0	0	1	675	1	0	2	1095	0	2	0	19	0	0	7	7833	3	3	0	9	0	0	0	13	0	0	0	2	0	0	0	907	0	0	4	1276	0	3	0	1154	2	3	0	449	0	0	2	161	0	0	0	173	0	0
2934	0	0	3	0	0	0	677	1	1	0	1097	1	0	0	18	0	1	1	7798	8	0	0	9	0	0	1	11	0	0	0	2	0	0	0	898	1	0	0	1275	1	0	2	1160	0	0	0	450	0	1	0	158	1	0	0	172	2
2935	0	0	3	0	0	0	680	0	1	0	1094	2	0	0	18	0	0	0	7789	1	0	0	9	0	0	0	12	0	0	0	2	0	0	1	897	1	1	1	1268	3	2	1	1155	2	0	0	446	1	0	0	160	0	0	0	169	1
2936	3	0	0	0	674	1	1	1	1096	3	0	0	17	0	0	0	7754	0	1	2	8	0	0	0	12	0	0	0	2	0	0	0	894	0	2	1	1267	1	0	1	1154	1	0	3	453	0	0	0	154	1	4	1	167	2	0	0
2937	0	0	3	0	0	0	669	1	1	1	1088	4	0	0	17	0	2	4	7747	1	0	0	8	0	0	0	12	0	0	0	2	0	1	0	892	1	0	0	1273	1	2	0	1153	1	0	1	449	0	0	0	159	1	1	0	167	0
2938	0	0	0	3	6	4	3	654	15	9	5	1066	0	0	0	16	23	9	21	7669	0	0	0	8	0	0	0	12	0	0	0	2	7	7	6	873	6	8	6	1248	6	8	7	1131	5	1	5	438	5	0	8	147	7	5	5	149
2939	0	0	3	0	0	1	662	2	1	3	1076	9	0	0	15	0	3	3	7691	9	0	0	8	0	0	0	12	0	0	0	2	0	2	2	880	3	1	2	1248	7	0	2	1139	3	0	0	439	6	0	2	153	1	0	0	165	2
2940	0	3	0	0	1	658	0	0	1	1077	1	1	0	15	0	0	6	7698	0	2	0	8	0	0	0	12	0	0	0	2	0	0	3	882	1	0	1	1255	0	2	2	1145	0	2	0	444	0	0	1	153	0	0	0	169	0	0
